airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Pakistan International Airlines,2019-05-06,Islamabad,Rahim Yar Khan,13:00:00,04:25:00,925,1.0,No Info,15554
Pakistan International Airlines,2019-06-01,Islamabad,Rahim Yar Khan,17:30:00,19:00:00,1530,1.0,No Info,14714
Shaheen Airline,2019-06-01,Islamabad,Rahim Yar Khan,15:00:00,01:30:00,630,1.0,No Info,6628
Star Air Aviation,2019-04-12,Lahore,Quetta,20:55:00,23:40:00,165,0.0,No Info,6722
Pakistan International Airlines,2019-05-09,Islamabad,Rahim Yar Khan,07:05:00,12:35:00,330,1.0,In-flight meal not included,12373
Pakistan International Airlines,2019-06-18,Lahore,Quetta,07:10:00,10:10:00,180,0.0,In-flight meal not included,5769
Pakistan International Airlines,2019-06-12,Islamabad,Rahim Yar Khan,14:00:00,12:35:00,1355,1.0,In-flight meal not included,10262
Pakistan International Airlines,2019-05-24,Lahore,Quetta,17:45:00,20:45:00,180,0.0,In-flight meal not included,6144
Serene Air,2019-05-27,Islamabad,Rahim Yar Khan,08:30:00,19:15:00,645,1.0,No Info,9149
Pakistan International Airlines,2019-06-27,Islamabad,Rahim Yar Khan,15:00:00,12:35:00,1295,1.0,In-flight meal not included,10262
AIR Blue,2019-04-01,Islamabad,Rahim Yar Khan,20:40:00,09:25:00,765,1.0,No Info,5117
Pakistan International Airlines,2019-03-03,Islamabad,Rahim Yar Khan,09:00:00,18:50:00,590,1.0,In-flight meal not included,15400
Pearl Air,2019-03-24,Quetta,Lahore,07:10:00,09:10:00,1560,1.0,No Info,11682
Pakistan International Airlines,2019-05-12,Islamabad,Rahim Yar Khan,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Shaheen Airline,2019-06-27,Faisalabad,Islamabad,07:55:00,10:15:00,140,0.0,No Info,3850
Shaheen Airline,2019-05-09,Lahore,Quetta,06:05:00,08:50:00,165,0.0,No Info,4077
Askari Air lines,2019-06-06,Lahore,Quetta,21:10:00,00:05:00,175,0.0,No check-in baggage included,3257
Shaheen Airline,2019-03-15,Lahore,Peshawar,21:20:00,00:15:00,175,0.0,No Info,8033
Shaheen Airline,2019-03-09,Islamabad,Rahim Yar Khan,06:40:00,21:00:00,860,1.0,No Info,12351
Shaheen Airline,2019-06-09,Quetta,Lahore,15:10:00,20:30:00,320,1.0,No Info,7095
Serene Air,2019-06-01,Islamabad,Rahim Yar Khan,08:30:00,19:15:00,645,1.0,No Info,8937
Pakistan International Airlines,2019-05-27,Islamabad,Rahim Yar Khan,22:50:00,19:00:00,1210,1.0,In-flight meal not included,12898
Pakistan International Airlines,2019-03-15,Lahore,Peshawar,11:40:00,18:25:00,405,1.0,In-flight meal not included,9134
Pakistan International Airlines,2019-04-18,Islamabad,Rahim Yar Khan,11:00:00,14:15:00,195,0.0,In-flight meal not included,5443
Askari Air lines,2019-06-03,Quetta,Lahore,22:20:00,00:40:00,140,0.0,No Info,3873
Shaheen Airline,2019-03-09,Faisalabad,Islamabad,13:20:00,15:35:00,135,0.0,No Info,6297
Pakistan International Airlines,2019-06-12,Lahore,Quetta,08:20:00,11:20:00,180,0.0,In-flight meal not included,5769
Pearl Air,2019-05-01,Quetta,Lahore,07:10:00,09:05:00,1555,1.0,No Info,8452
Pakistan International Airlines,2019-06-12,Islamabad,Rahim Yar Khan,14:00:00,19:00:00,300,1.0,In-flight meal not included,10262
Serene Air,2019-06-24,Islamabad,Rahim Yar Khan,17:00:00,01:30:00,510,1.0,No Info,7198
Pakistan International Airlines,2019-05-21,Quetta,Lahore,08:25:00,08:15:00,1430,1.0,In-flight meal not included,8586
Pearl Air,2019-03-18,Lahore,Peshawar,21:10:00,00:05:00,175,0.0,No Info,11598
Princely Jets,2019-06-24,Quetta,Lahore,19:55:00,22:25:00,150,0.0,No Info,3807
Askari Air lines,2019-04-01,Quetta,Lahore,08:35:00,17:15:00,520,1.0,No Info,6013
Shaheen Airline,2019-03-06,Islamabad,Rahim Yar Khan,15:00:00,01:35:00,635,1.0,No Info,14871
Shaheen Airline,2019-03-27,Islamabad,Rahim Yar Khan,07:45:00,13:40:00,355,1.0,No Info,4832
AIR Blue,2019-06-03,Islamabad,Rahim Yar Khan,17:20:00,09:25:00,965,1.0,No Info,7480
Pakistan International Airlines,2019-06-15,Lahore,Quetta,17:45:00,20:45:00,180,0.0,No Info,8016
Pakistan International Airlines,2019-05-21,Islamabad,Rahim Yar Khan,09:35:00,12:35:00,1620,2.0,No Info,13559
Serene Air,2019-05-27,Islamabad,Rahim Yar Khan,18:00:00,01:30:00,450,1.0,No Info,7198
Serene Air,2019-03-06,Islamabad,Rahim Yar Khan,08:55:00,15:30:00,395,1.0,No Info,15147
Shaheen Airline,2019-06-09,Quetta,Lahore,17:15:00,19:50:00,155,0.0,No Info,4804
Pakistan International Airlines,2019-05-24,Quetta,Lahore,20:00:00,10:05:00,845,1.0,In-flight meal not included,8586
Pakistan International Airlines,2019-06-06,Quetta,Lahore,20:00:00,08:15:00,735,1.0,No Info,14571
Pakistan International Airlines,2019-06-06,Islamabad,Rahim Yar Khan,22:50:00,19:00:00,1210,1.0,In-flight meal not included,10262
Shaheen Airline,2019-06-15,Islamabad,Rahim Yar Khan,07:35:00,22:30:00,895,1.0,No Info,6442
Serene Air,2019-03-06,Islamabad,Rahim Yar Khan,07:30:00,19:15:00,705,1.0,No Info,15353
Pearl Air,2019-05-06,Quetta,Lahore,17:00:00,09:05:00,965,1.0,No Info,8137
Shaheen Airline,2019-05-06,Quetta,Lahore,09:20:00,14:15:00,295,1.0,No Info,11319
Princely Jets,2019-04-12,Lahore,Quetta,11:10:00,13:55:00,165,0.0,No Info,4483
Pakistan International Airlines,2019-06-03,Islamabad,Rahim Yar Khan,18:15:00,04:25:00,610,1.0,No Info,14714
AIR Blue,2019-03-12,Peshawar,Sukkur,16:50:00,12:25:00,1175,3.0,No Info,14260
Shaheen Airline,2019-03-27,Peshawar,Sukkur,21:20:00,22:45:00,85,0.0,No Info,2227
Pakistan International Airlines,2019-06-09,Islamabad,Rahim Yar Khan,18:25:00,12:35:00,1090,2.0,No Info,14237
Serene Air,2019-06-06,Islamabad,Rahim Yar Khan,14:55:00,22:30:00,455,1.0,No Info,7038
Pakistan International Airlines,2019-05-06,Quetta,Lahore,14:05:00,09:20:00,1155,1.0,In-flight meal not included,9663
Star Air Aviation,2019-05-01,Lahore,Quetta,20:55:00,23:40:00,165,0.0,No Info,3898
Pakistan International Airlines,2019-03-21,Islamabad,Rahim Yar Khan,13:00:00,18:50:00,350,1.0,No Info,12347
AIR Blue,2019-05-24,Quetta,Lahore,05:50:00,23:15:00,1045,2.0,No Info,12723
Pearl Air,2019-04-03,Lahore,Quetta,09:45:00,12:35:00,170,0.0,No Info,5403
Serene Air,2019-06-01,Islamabad,Rahim Yar Khan,13:00:00,21:00:00,480,1.0,No Info,13587
Shaheen Airline,2019-03-09,Islamabad,Rahim Yar Khan,02:00:00,07:45:00,345,1.0,No Info,7060
Pakistan International Airlines,2019-05-01,Quetta,Lahore,21:10:00,09:20:00,730,1.0,In-flight meal not included,10844
Pearl Air,2019-04-18,Lahore,Quetta,17:00:00,19:35:00,155,0.0,No Info,5613
AIR Blue,2019-06-27,Islamabad,Rahim Yar Khan,13:00:00,19:15:00,375,1.0,No Info,8372
Pakistan International Airlines,2019-03-27,Peshawar,Sukkur,15:50:00,17:20:00,90,0.0,No Info,5678
Shaheen Airline,2019-05-15,Islamabad,Rahim Yar Khan,09:15:00,21:00:00,705,1.0,No Info,7503
Shaheen Airline,2019-05-21,Quetta,Lahore,15:30:00,18:05:00,155,0.0,No Info,4804
Askari Air lines,2019-06-06,Quetta,Lahore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Pakistan International Airlines,2019-06-12,Quetta,Lahore,09:35:00,09:45:00,1450,1.0,No Info,12692
Pakistan International Airlines,2019-05-01,Quetta,Lahore,16:30:00,10:05:00,1055,1.0,In-flight meal not included,8586
Star Air Aviation,2019-06-21,Lahore,Quetta,20:55:00,23:40:00,165,0.0,No Info,3898
AIR Blue,2019-05-21,Islamabad,Rahim Yar Khan,05:10:00,08:00:00,170,0.0,No Info,6094
Pakistan International Airlines,2019-06-03,Islamabad,Rahim Yar Khan,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Pakistan International Airlines,2019-05-18,Quetta,Lahore,20:25:00,22:05:00,1540,1.0,No Info,14151
Pakistan International Airlines,2019-03-21,Lahore,Peshawar,09:45:00,15:55:00,370,1.0,In-flight meal not included,7280
Pakistan International Airlines,2019-06-09,Islamabad,Rahim Yar Khan,20:55:00,04:25:00,450,1.0,No Info,14924
Serene Air,2019-05-18,Islamabad,Rahim Yar Khan,13:00:00,21:00:00,480,1.0,No Info,9385
Serene Air,2019-05-15,Islamabad,Rahim Yar Khan,13:05:00,22:30:00,565,1.0,No Info,9646
Pakistan International Airlines,2019-05-18,Quetta,Lahore,16:30:00,12:00:00,1170,1.0,In-flight meal not included,10844
Pakistan International Airlines,2019-04-09,Lahore,Quetta,06:00:00,08:45:00,165,0.0,In-flight meal not included,4544
Serene Air,2019-06-03,Islamabad,Rahim Yar Khan,17:45:00,01:30:00,465,1.0,No Info,7530
AIR Blue,2019-03-24,Quetta,Lahore,20:30:00,08:55:00,745,1.0,No Info,12173
Pakistan International Airlines,2019-06-24,Islamabad,Rahim Yar Khan,09:40:00,12:35:00,1615,2.0,In-flight meal not included,10368
AIR Blue,2019-06-15,Lahore,Quetta,10:00:00,12:45:00,165,0.0,No Info,6961
Serene Air,2019-03-03,Islamabad,Rahim Yar Khan,07:00:00,21:00:00,840,1.0,No Info,15603
Pakistan International Airlines,2019-06-01,Islamabad,Rahim Yar Khan,11:30:00,19:00:00,450,1.0,No Info,14714
Askari Air lines,2019-03-24,Lahore,Peshawar,09:35:00,12:30:00,175,0.0,No Info,6309
Pearl Air,2019-05-27,Lahore,Quetta,19:30:00,22:15:00,165,0.0,No Info,4878
Pakistan International Airlines,2019-03-03,Islamabad,Rahim Yar Khan,05:25:00,18:50:00,805,2.0,No Info,18799
Shaheen Airline,2019-06-03,Lahore,Quetta,21:15:00,00:15:00,180,0.0,No Info,3943
Pakistan International Airlines,2019-03-21,Islamabad,Rahim Yar Khan,18:15:00,04:25:00,610,1.0,In-flight meal not included,5963
Pakistan International Airlines,2019-05-12,Quetta,Lahore,17:00:00,14:25:00,1285,1.0,No Info,13067
Shaheen Airline,2019-06-09,Lahore,Quetta,00:25:00,03:15:00,170,0.0,No Info,3943
Shaheen Airline,2019-05-03,Faisalabad,Islamabad,14:45:00,17:05:00,140,0.0,No Info,3858
Pakistan International Airlines,2019-06-15,Islamabad,Rahim Yar Khan,11:30:00,19:00:00,450,1.0,In-flight meal not included,10262
Pakistan International Airlines,2019-05-06,Quetta,Lahore,18:55:00,08:15:00,800,1.0,In-flight meal not included,7757
AIR Blue,2019-06-09,Peshawar,Sukkur,21:05:00,22:25:00,80,0.0,No Info,3100
Pakistan International Airlines,2019-03-06,Lahore,Peshawar,09:45:00,14:25:00,280,1.0,No Info,16757
AIR Blue,2019-06-01,Islamabad,Rahim Yar Khan,22:00:00,19:15:00,1275,2.0,No Info,10441
Serene Air,2019-05-21,Islamabad,Rahim Yar Khan,11:40:00,21:00:00,560,1.0,No Info,7485
Pakistan International Airlines,2019-05-21,Islamabad,Rahim Yar Khan,21:50:00,19:00:00,1270,1.0,In-flight meal not included,12898
AIR Blue,2019-05-12,Quetta,Lahore,09:25:00,13:45:00,1700,2.0,No Info,12592
AIR Blue,2019-05-09,Islamabad,Rahim Yar Khan,09:00:00,19:15:00,615,1.0,No Info,8372
Pakistan International Airlines,2019-03-18,Lahore,Peshawar,08:00:00,15:15:00,435,1.0,No Info,12284
Pakistan International Airlines,2019-06-06,Islamabad,Rahim Yar Khan,09:25:00,04:25:00,1140,2.0,No Info,13882
Shaheen Airline,2019-04-27,Islamabad,Rahim Yar Khan,07:35:00,12:10:00,275,1.0,No Info,5073
Pakistan International Airlines,2019-05-15,Quetta,Lahore,20:00:00,08:15:00,735,1.0,In-flight meal not included,8586
Serene Air,2019-03-21,Islamabad,Rahim Yar Khan,13:00:00,01:35:00,755,1.0,No Info,8098
Pakistan International Airlines,2019-06-18,Lahore,Quetta,06:00:00,08:45:00,165,0.0,In-flight meal not included,6478
Pakistan International Airlines,2019-03-12,Lahore,Peshawar,22:55:00,13:15:00,860,1.0,In-flight meal not included,11087
Pakistan International Airlines,2019-05-15,Quetta,Lahore,09:35:00,10:55:00,1520,1.0,No Info,14151
Shaheen Airline,2019-06-09,Quetta,Lahore,19:20:00,23:45:00,265,1.0,No Info,4205
Pakistan International Airlines,2019-05-15,Lahore,Quetta,08:20:00,11:20:00,180,0.0,In-flight meal not included,4030
Shaheen Airline,2019-04-24,Quetta,Lahore,20:20:00,22:55:00,155,0.0,No Info,4804
Pakistan International Airlines,2019-05-09,Islamabad,Rahim Yar Khan,19:30:00,12:35:00,1025,2.0,In-flight meal not included,13029
AIR Blue,2019-05-15,Lahore,Quetta,21:05:00,23:55:00,170,0.0,No Info,5228
Shaheen Airline,2019-06-24,Islamabad,Rahim Yar Khan,05:10:00,10:05:00,295,1.0,No Info,6496
Shaheen Airline,2019-04-01,Quetta,Lahore,20:20:00,22:55:00,155,0.0,No Info,4488
AIR Blue,2019-05-09,Quetta,Lahore,16:50:00,07:55:00,905,1.0,No Info,8366
Serene Air,2019-06-06,Islamabad,Rahim Yar Khan,10:00:00,01:30:00,930,1.0,No Info,7723
Pakistan International Airlines,2019-03-24,Quetta,Lahore,08:25:00,16:20:00,475,1.0,No Info,13759
Pearl Air,2019-05-18,Islamabad,Rahim Yar Khan,14:40:00,17:50:00,190,0.0,No Info,6741
Pakistan International Airlines,2019-03-03,Islamabad,Rahim Yar Khan,23:05:00,18:50:00,1185,1.0,No Info,18253
Askari Air lines,2019-05-09,Peshawar,Sukkur,05:45:00,07:15:00,90,0.0,No check-in baggage included,1965
AIR Blue,2019-03-21,Islamabad,Rahim Yar Khan,19:45:00,19:15:00,1410,2.0,No Info,8236
Askari Air lines,2019-04-15,Lahore,Quetta,09:30:00,12:20:00,170,0.0,No check-in baggage included,4319
Serene Air,2019-06-06,Islamabad,Rahim Yar Khan,11:30:00,01:30:00,840,1.0,No Info,13377
AIR Blue,2019-05-12,Quetta,Lahore,10:00:00,01:20:00,920,2.0,No Info,13243
Princely Jets,2019-05-27,Lahore,Quetta,11:10:00,13:55:00,165,0.0,No Info,3383
Pakistan International Airlines,2019-03-24,Quetta,Lahore,21:10:00,22:35:00,1525,1.0,In-flight meal not included,10031
Serene Air,2019-03-06,Islamabad,Rahim Yar Khan,15:05:00,01:35:00,630,2.0,No Info,21483
Pakistan International Airlines,2019-05-06,Quetta,Lahore,16:30:00,04:40:00,730,1.0,No Info,13941
Princely Jets,2019-04-12,Lahore,Quetta,04:55:00,07:45:00,170,0.0,No Info,4282
Pakistan International Airlines,2019-05-09,Quetta,Lahore,09:35:00,21:05:00,690,1.0,No Info,13067
Shaheen Airline,2019-05-15,Lahore,Quetta,06:05:00,08:50:00,165,0.0,No Info,4423
Serene Air,2019-05-15,Islamabad,Rahim Yar Khan,08:45:00,21:00:00,735,1.0,No Info,7670
Pakistan International Airlines,2019-05-21,Quetta,Lahore,20:00:00,12:00:00,960,1.0,In-flight meal not included,10844
